100000 100000
1 90477 56675
0 95324 25063
0 59753 80892
1 59329 19107
1 38439 27307
1 76410 66021
0 44895 66201
2 77995 65740
1 92217 60309
1 457 42802
1 55776 22402
0 76997 96541
0 90456 29498
0 82672 22520
0 57298 4048
2 85308 28248
2 38091 26496
1 50546 83715
2 78792 42125
1 39476 15155
1 28853 5896
1 31323 81090
0 6518 58854
0 8607 2679
0 77984 34599
2 37194 29006
1 79465 37673
1 87479 65118
1 98608 5510
1 80378 59129
2 3454 96393
2 77935 71337
1 17424 8022
1 1767 15825
1 24676 39566
1 89213 59633
0 25853 51630
1 111 90192
1 47368 90211
2 42048 73895
2 93286 79616
2 75547 46996
0 9790 37473
1 45755 68377
2 30204 10896
1 53949 77535
0 24212 566
1 79106 64270
1 21777 6238
2 81063 79719
1 7046 80552
0 35727 91146
2 19407 56653
2 89052 63929
1 71673 41293
1 12559 33092
0 74804 90060
0 25172 88338
2 71163 71818
0 41291 68282
2 48407 18915
2 77737 50883
2 9317 97299
1 43385 33325
1 77396 97186
0 48175 40970
1 24886 96949
2 25070 58724
1 77920 76556
1 7411 23827
2 11244 89712
0 20028 54333
0 63143 89000
0 17931 15598
2 73074 32098
0 6681 18600
0 12001 21907
1 82817 20659
1 84647 19564
2 60625 52407
0 54236 44146
0 3359 45477
0 15521 22824
0 82442 79955
0 35118 46391
2 8632 56273
0 80357 70468
0 15092 53233
1 76295 19617
1 7192 94502
2 34382 60027
1 17906 67297
2 78459 41829
0 98234 594
2 4571 25262
0 70247 40265
1 77583 1058
2 21162 65624
0 91272 5751
1 27159 65449
1 69880 79207
1 81624 28490
1 84579 57095
0 16088 46009
0 88791 45474
0 76524 42987
1 86242 23685
2 4309 85012
2 96380 86680
2 97524 44478
1 31933 23539
2 7190 29573
2 66858 66022
1 73010 34088
0 11909 35855
2 49801 85761
2 18661 19572
0 77357 982
1 73566 4345
1 69088 98616
1 94201 9781
2 90610 1465
0 5104 472
0 79542 38225
0 14486 50931
0 39847 47944
2 8169 90877
0 78026 24146
2 39332 69130
2 82066 36310
0 14634 38356
1 66659 50016
2 67667 91829
1 80813 25728
1 94421 58420
1 99669 58779
1 44485 53155
2 48229 28435
1 92744 96507
2 27644 93511
0 18435 32496
1 40788 97052
2 25889 72413
0 1931 62026
2 72690 53484
2 32431 17853
1 46054 65115
1 67721 72898
1 12140 1354
0 93870 11215
0 62139 91322
2 46852 49808
1 61295 72624
2 78709 49481
2 88619 39108
2 23989 52002
0 41506 59878
1 6570 48750
2 28348 66783
2 84236 41634
0 14291 3199
2 53519 97662
2 6501 52468
0 75692 74424
0 23396 7844
0 22704 27627
1 57958 92011
2 85562 95652
0 45764 97451
0 81108 19543
0 44391 54206
1 90303 6705
2 54221 96045
1 10278 39202
0 10105 32234
2 39578 69274
2 86413 4693
1 38806 21161
1 25625 81438
2 31956 7942
1 61226 99077
0 77547 70703
0 67948 72853
2 34392 51034
2 89914 86816
2 20689 41078
1 20604 2673
1 6294 13940
1 22567 41438
0 681 26856
0 5311 23509
2 8506 16182
2 77134 37170
0 96484 47399
1 54011 48617
2 40288 61723
0 95234 63861
1 91650 64309
2 44471 15879
1 72381 92414
2 33527 18443
1 84963 86723
1 27561 40261
1 90874 44940
1 15052 49312
1 45447 95828
2 88569 29306
0 62610 40862
2 53872 31119
0 58089 98020
0 17946 27639
2 77897 35023
0 2460 21830
2 87986 10141
2 35757 15937
2 59366 89880
2 57762 97663
2 803 42838
1 21027 3929
0 17488 9095
2 57582 85025
0 88933 65679
1 80413 32174
0 29413 95996
2 48512 94983
1 54534 27956
0 31937 92833
1 27465 66754
0 51753 95045
2 17191 61975
0 22253 69942
1 61825 56135
1 4180 7313
0 29614 16969
1 31385 39892
2 2487 92043
1 63778 96410
2 40209 53082
2 68670 1157
1 18967 20103
2 66292 11399
1 19426 58974
2 29482 11024
0 48552 93657
2 29510 4231
0 17456 61500
2 79680 2208
2 40176 16182
2 84294 45581
2 9607 84603
1 15895 78188
1 92260 66753
0 32732 44392
0 35944 96505
0 28842 79266
2 30856 78094
2 94990 545
0 69777 76832
2 49025 43185
1 24052 65446
0 6519 3330
2 29724 73163
1 94618 34649
0 72182 63351
2 18704 13146
1 64842 72700
2 17790 93324
1 90492 7788
0 32817 45676
1 33214 64651
2 94645 79600
1 83049 74010
1 78510 98788
2 44821 62638
2 24703 36885
1 80729 38775
0 19004 50880
2 660 58138
1 74965 45688
0 36385 41271
0 9777 83237
1 32233 31921
0 43261 85250
1 21394 79214
2 10510 45044
1 45638 7965
0 86846 84027
1 54383 36895
1 98357 78316
0 15706 88729
1 13125 6367
1 72502 11455
0 341 8781
1 77531 2498
0 16700 88349
1 54463 70545
2 82624 87133
2 58177 38550
1 17600 38998
2 77490 33797
2 52231 28569
2 92263 11809
0 11574 53482
1 75765 51785
2 19923 66509
2 28296 76156
2 55109 80988
0 54883 85242
0 58220 71288
2 24099 23157
1 16137 45261
2 18775 64082
2 75684 96969
1 19416 4037
1 41434 82452
1 3210 39447
2 25760 62037
2 59580 47710
1 3127 40107
1 81724 82196
2 60879 5443
1 35012 72179
2 50302 27683
1 95656 18872
1 56061 57838
1 58156 78308
2 29442 51324
2 78852 2042
0 3782 82669
1 63701 21204
1 35178 85343
1 33038 39227
1 69342 27191
0 13062 84313
2 79786 88068
0 11264 5392
0 89854 21272
0 64165 25791
2 45256 33022
1 8145 66770
1 88215 17277
2 41748 49694
1 68962 22176
0 59227 68207
2 45606 78117
2 41251 35141
1 15603 52540
0 58871 38775
0 10204 2505
2 67708 27299
0 90830 33499
2 35091 21305
1 65922 82893
0 83878 46683
2 61120 41670
0 19932 17168
0 54368 69084
1 68066 35792
0 81019 72296
1 55944 81939
1 3229 83228
1 30843 61366
2 37188 15776
1 73143 25711
1 94384 60028
2 72882 55464
0 96672 43351
2 47770 37374
2 44916 34769
2 95671 42033
2 9360 41930
0 16485 21644
1 73515 12988
1 86690 2382
2 50284 14360
1 16541 86926
0 9546 49631
0 94832 17128
1 99297 74280
0 55408 36683
2 65339 79298
2 5751 74962
1 95724 89106
0 43239 72042
1 49589 50620
0 10762 89629
0 91983 7866
2 89755 63949
1 3051 34118
1 29567 13635
2 71561 76516
0 98729 51262
0 12582 78192
1 963 79699
0 54871 57897
1 85794 73245
0 95474 84561
1 43496 33012
2 2729 40305
2 62488 31643
0 49528 93619
0 53438 69946
1 62716 20556
2 49351 28895
1 2126 40147
1 3356 18545
2 62429 47113
2 32199 11825
2 22063 78320
0 52219 74364
0 44698 44088
2 97969 98877
2 77296 95955
2 3384 79994
0 28293 67245
0 34486 48589
1 11840 6795
1 73033 52153
2 65451 61478
0 46156 99750
2 89308 24881
1 90137 65885
2 95961 35380
2 71942 61510
1 84192 5732
1 24801 59828
0 77197 50973
2 12115 38580
2 11588 47599
2 22285 14347
2 269 76424
0 71949 50223
2 46831 2353
1 89974 80027
0 74047 67303
0 12961 16456
1 45563 70566
0 96071 77867
0 12314 79883
2 68459 71789
2 41764 38491
1 11807 79392
0 54571 10758
2 56284 51556
2 50984 48051
1 15574 61796
2 64145 43782
1 79296 71681
1 90739 57838
1 93351 42659
0 18033 95334
1 53801 12337
1 71615 12321
1 35990 81213
2 53144 62452
1 53382 2425
1 14149 40860
1 78792 91761
2 76418 329
2 39855 95776
2 95768 92668
1 6988 54216
0 91638 81317
0 30035 99056
0 26036 41345
0 15242 31248
2 22810 68389
2 20149 10893
0 78242 12391
1 96943 68654
1 39980 14909
0 52083 21039
2 85063 4958
0 25608 37655
2 73000 42119
0 21015 73783
1 88979 67424
1 88641 49401
2 88856 22070
0 67158 19501
2 95638 19550
2 92137 55170
2 63165 27970
1 81062 6853
0 32359 44101
1 2348 41227
2 11939 32546
1 80041 17314
1 58694 46229
2 29620 59946
0 85644 63864
0 20063 67485
0 58100 9232
2 27647 32598
0 47841 74277
2 9976 62145
0 67488 65759
0 39171 86126
0 95106 49703
2 29053 81926
1 19479 95042
1 14233 56820
1 70460 35628
2 13015 93452
0 25845 84992
1 18611 26414
0 12004 79376
0 47961 46184
2 92838 24102
0 15078 2487
2 69169 60306
0 17272 36870
1 9092 60059
1 32397 92683
1 81933 38353
1 35609 27252
0 64254 33196
2 79019 47571
0 74410 17736
2 50269 50248
0 98437 89891
0 44314 95509
1 78529 89523
2 68224 45494
1 96470 29585
0 68502 83828
0 52936 96165
1 32060 86856
0 53201 61769
1 69873 45658
2 90299 23457
1 25790 19826
1 4120 99463
0 84211 82110
0 39285 18152
1 69357 65289
1 90250 60305
1 37568 81609
1 72188 3541
2 36787 79570
1 23127 2412
0 57901 48906
1 38027 77853
0 71845 67533
2 51296 97369
2 61670 84523
2 57453 94255
2 31134 40794
1 80683 65518
1 21170 80952
1 94786 99310
2 75149 84000
1 43953 80360
2 23453 91838
0 33481 66359
0 24952 64280
0 99670 84058
2 26843 55178
1 7976 65825
0 75377 92201
0 75647 84791
1 79609 62430
0 91572 45294
2 2631 37665
2 93767 83550
2 49251 31685
1 2308 96340
1 59177 77173
2 77056 72917
2 87953 59331
1 51178 77844
1 48377 13673
1 47858 93130
1 24356 77174
1 62256 68574
0 50832 60010
2 35261 85279
0 86561 13186
0 3997 9083
0 26724 82247
0 55300 57466
2 97812 90003
1 21901 3489
2 11540 270
0 49367 57072
0 56336 31991
0 20570 18643
0 64194 35101
0 16018 97214
1 5290 18178
0 81254 15025
0 61020 56797
1 88044 74062
0 766 78292
1 30153 61700
1 45084 22891
1 46348 57295
2 62789 91437
2 18166 53873
2 58159 32694
0 35536 59011
2 19941 92700
2 92041 76816
0 56729 8394
0 72048 20476
0 55153 53960
1 95115 85813
1 74035 11916
0 70112 14115
2 98485 51339
0 24029 82255
0 52560 17007
2 39018 37652
2 27270 77305
0 66111 47819
1 87462 16191
2 22469 4555
1 33087 972
2 55225 67252
0 68382 96828
0 39122 78406
1 27246 42913
2 40715 57486
0 81593 21704
2 69212 1199
1 2499 1891
2 31536 86141
0 71938 84604
1 90675 18303
1 9563 41601
2 71908 36480
2 47935 3443
1 5789 80710
1 36561 91234
1 25914 77515
1 76267 97728
1 33068 77777
2 77326 95043
0 97684 95013
1 76907 85341
2 73078 88252
1 716 68263
1 74141 28053
0 85517 61860
1 39978 94920
0 72552 49710
0 96832 58633
1 40102 52863
2 3539 32589
1 68852 47527
2 50479 33070
0 55841 90265
2 51461 50765
0 65448 35608
2 2655 46921
1 37118 94157
2 98820 52056
1 16961 78333
0 14226 73372
2 8256 65009
2 37959 54628
2 80156 94046
1 60227 38903
0 68756 17808
2 12101 81518
2 30414 37072
1 77810 69149
0 59719 28846
0 78731 45209
0 61698 54690
0 78937 97064
2 87317 51862
2 30158 83673
0 29714 64643
2 93114 89841
2 11457 80393
1 76081 46689
1 64955 11494
2 61891 81429
0 31637 76308
2 64401 99256
1 90825 81369
2 72182 8012
1 99111 95325
2 78146 78479
1 6565 5908
2 83385 46502
1 95598 55894
0 8174 91160
2 11446 52069
2 90438 48454
2 41816 42343
1 77499 144
0 40751 65255
0 22802 78418
0 11449 87056
1 82132 82235
1 29878 28751
0 58293 29937
2 26569 95159
2 93256 1730
1 36476 9547
1 73128 16277
0 14084 13482
1 63443 84853
1 10516 26075
2 7181 9281
1 11175 99267
0 73244 493
0 76832 14848
1 11465 23262
0 44805 64358
0 37932 10124
1 8440 12363
2 26406 74051
2 42718 93613
2 90554 78243
1 4953 90714
2 3852 79258
2 86967 39090
1 6884 71379
0 24172 39653
1 6153 66233
1 4692 24358
2 79401 11450
2 65308 93337
2 31492 24231
1 66042 72131
2 61565 46088
2 2400 9527
1 71416 71305
2 58230 11663
2 81349 47075
1 419 47641
2 53653 57306
2 42520 96274
2 8160 7799
0 13397 10293
1 41807 7719
2 57782 7833
1 71514 14670
1 20669 66298
2 99191 44050
0 89510 30606
0 88565 25380
2 84254 80061
2 43607 97108
2 52682 70139
1 14160 74898
2 5942 83791
0 3512 49640
2 89079 79078
1 71392 61991
2 9647 48121
2 66647 14632
2 58783 70978
0 4159 69129
0 34645 41090
0 37541 7585
1 72773 34031
2 64921 94140
1 17413 41547
1 49172 15672
1 87704 31502
1 34372 22013
1 16374 2645
2 12283 32251
1 18629 62867
1 6854 13177
0 41223 19973
2 67437 1854
0 41726 77501
1 76823 93366
1 99608 92530
2 66068 92674
0 36073 15021
0 33747 95143
2 87832 17824
2 57599 6992
0 27870 84760
0 82168 22190
1 21279 55768
2 18034 72860
1 78088 32578
0 94522 72465
1 10699 77513
0 33363 5472
0 24276 15105
2 8485 34503
2 49368 54174
1 39679 28387
2 36883 2654
0 95636 80879
2 90169 11028
1 52256 44945
2 32932 26647
2 88508 58920
2 19255 43497
2 50931 79579
1 96299 83265
0 91849 90199
1 94466 10426
2 95541 94947
0 39153 99603
1 66061 93038
1 33437 88710
2 76171 38705
1 70388 5181
1 90440 92392
1 88453 97486
0 25025 40782
2 30515 11751
1 66982 39996
0 38168 7939
1 52632 52433
1 67100 13610
1 34011 10157
1 20109 38533
2 21086 38198
1 98016 6905
2 43327 82424
0 5160 1811
1 81518 70882
1 57288 64007
0 84631 17506
1 30298 51988
2 66013 66110
2 8028 48921
1 30490 18068
1 86209 78282
2 13518 1088
1 19728 15092
2 88274 14001
1 69123 79472
2 37087 77553
1 12664 35783
2 56253 86145
2 17025 73536
2 84034 20647
1 60714 70059
1 86306 82971
2 75566 4680
2 83329 38023
0 83828 43613
0 68911 30520
2 37911 24888
1 62226 791
1 65802 86932
2 40659 2645
0 85295 74565
1 52548 45163
0 11984 71125
2 36594 56342
1 81367 14545
0 97645 14030
0 45882 80809
1 90764 90130
2 19765 82969
2 2182 2338
2 16557 1079
1 45682 99144
2 45526 53029
2 43431 19404
2 62873 88217
2 41932 93546
0 63925 51703
0 87901 86572
1 85200 50699
1 83070 38954
2 24306 93690
0 35023 33491
0 57276 40470
2 78692 36638
1 19567 46265
0 21102 76795
2 40975 29730
1 52029 2925
0 4862 92882
2 95277 49171
0 62073 35872
0 91455 12046
1 40749 16524
2 89643 62787
1 17344 71664
1 25500 74032
2 56408 26038
1 96944 16424
1 56808 42619
0 3713 17883
0 94126 34090
2 89174 88890
1 8114 75087
2 59341 12574
0 50962 98972
0 72952 52401
1 1325 31950
1 46007 86601
0 59160 13944
0 29225 98166
2 90463 54331
0 84721 27677
0 56283 25582
0 85606 95218
2 50009 48500
1 68623 18186
1 48621 50319
2 9359 702
2 84628 35098
1 60709 8175
1 82712 62005
1 22105 87548
1 71394 73648
1 44061 85577
1 51550 66765
1 6204 14946
2 19323 66466
0 69158 45863
0 79064 15948
0 34037 38740
2 12603 77175
2 41301 53284
1 91178 71990
2 7630 90294
0 93155 68197
1 40014 4507
1 25875 21542
0 76769 43591
0 58272 13504
2 45279 39637
0 21556 83449
0 56809 2124
1 85863 17516
0 44815 11771
1 59356 33224
2 76788 49832
2 87204 25093
0 67842 60826
2 4179 38486
1 54904 11573
1 65153 23811
1 61595 41791
2 30970 10618
1 72420 34043
0 68051 61063
2 50725 74631
1 63615 47319
0 56303 89186
1 5857 99838
1 88701 44194
2 83694 15294
1 67407 76272
2 22813 12166
1 31776 31198
2 46835 96554
2 8923 90723
1 86424 5862
1 63115 81486
0 1274 22733
0 66636 4870
0 52803 60397
2 71991 12887
2 82828 87858
1 66657 622
1 50169 15359
1 60341 88315
1 27248 18327
0 49745 97412
2 86667 24873
2 63612 92115
1 38696 85450
2 56730 30371
2 72718 51154
1 44224 35355
2 37677 25600
1 55166 12869
0 29028 21969
2 84838 92804
0 27593 13358
0 6291 89223
2 1549 4224
1 38379 85778
1 17317 71611
2 8971 50588
1 5696 14139
0 50742 30046
2 94467 54376
2 46798 73167
2 8255 93574
1 93101 85026
2 49351 18165
1 63383 72350
0 56969 74582
2 82884 82825
1 6271 22091
1 93916 29602
0 95299 40147
2 12949 42230
2 28639 66605
2 57886 39530
2 73918 46781
0 84641 39684
1 72315 3602
0 43635 13328
1 53126 3689
2 20655 10002
1 63123 28095
2 3457 57257
0 22908 36180
0 40222 69729
0 71108 66098
0 26916 26971
1 68789 14443
1 26858 13134
0 98247 90658
1 34864 94692
2 30264 47129
1 92552 69779
1 69825 39065
1 66755 5702
0 26879 84067
0 98282 66250
2 42319 42427
0 84958 28592
1 3664 74516
0 21074 46530
1 68930 19280
1 92998 35816
1 69604 96147
2 67045 75296
2 99254 67890
2 74222 8929
1 22006 85334
2 42570 30134
1 29684 85581
2 68801 28263
1 4400 80194
1 909 67151
2 43597 98094
1 84280 46992
0 83599 34357
1 67122 36990
0 25839 40037
1 19353 88245
2 89885 14273
0 36888 36857
1 70786 19754
0 9406 50847
2 38960 75453
2 85498 39445
2 51654 74539
1 16799 86533
0 20390 74325
0 31902 24700
2 40270 71765
1 54076 32213
1 17668 57636
0 83660 76570
1 38755 81442
1 14440 65674
0 7195 32141
1 89575 47284
2 61061 55688
2 5396 17141
2 5436 26041
2 96378 27783
1 37643 11464
0 57518 40778
1 68518 91158
1 38420 74519
0 96174 4756
1 91241 54858
1 95094 70206
2 3545 18732
1 29265 13669
2 684 25765
1 3712 99403
1 55180 87501
0 91721 7672
1 97547 22224
2 68569 8338
1 54144 75621
2 79757 44871
0 41635 31662
2 65488 19401
0 39408 64610
2 86610 6552
2 74757 1770
1 55584 86155
2 55025 73203
0 10037 31927
2 39512 25853
1 7975 44174
2 39582 46644
0 76437 36996
0 60872 46562
0 19746 46186
1 18737 70631
2 8875 67024
1 69381 16820
1 6122 45379
2 11671 50707
1 17570 80939
2 97479 42238
2 2710 12562
1 21623 74457
0 59761 34916
2 54343 73421
1 31398 64343
0 55502 78193
0 28726 82124
1 47816 42162
1 48082 18736
1 11954 4698
2 52134 19791
1 30049 80659
0 73824 20104
2 40941 26190
2 75093 13791
2 99617 97436
0 28335 68871
2 65435 52071
1 32510 46125
2 9843 74790
0 70000 45956
2 94704 62697
0 29574 46652
2 57119 10260
0 94444 94876
2 70223 2905
0 3732 7518
2 44341 2729
0 42244 641
2 96058 68314
1 9052 66202
1 30848 31143
1 67435 18015
2 97195 86518
0 7084 56015
2 7108 29358
2 95023 45463
2 69824 47925
1 39474 7010
2 42416 45962
1 26580 73281
0 5883 83855
2 22327 47789
2 14921 14960
2 66809 53854
2 28769 39458
2 54161 7208
0 15488 61612
1 46972 20232
1 54825 92943
1 84132 53863
0 14589 45791
1 75121 74380
2 8198 78034
0 10966 99508
2 3491 38386
0 64257 82661
2 83879 25644
2 23772 28584
0 12279 8068
2 58745 3642
2 58626 40356
0 20243 32824
1 43435 90084
1 78484 80892
0 34284 60104
1 30233 86348
2 61308 62663
2 38836 57974
0 76179 69503
1 69125 57229
2 93719 54370
0 43795 56510
2 70915 82850
1 52221 7623
1 51240 31895
0 1981 74609
1 87427 26527
1 82477 65471
0 38840 20224
1 68100 65409
2 3888 83240
0 69265 73422
2 52702 92532
2 45787 50904
2 15930 91199
1 20849 39899
2 30797 41058
0 80590 72140
1 94590 82423
1 55276 27923
0 1214 29115
1 32493 41418
2 24697 7884
1 80716 43515
0 2228 54920
1 61988 74764
2 49676 12619
2 67592 86184
2 45814 90175
1 48350 43981
0 81520 69280
0 18411 42545
0 43177 79830
1 43587 59834
1 87615 49657
1 85184 56901
2 57644 31950
0 60369 58743
0 73978 30898
1 51896 38131
1 54277 98668
2 96862 20721
2 53333 95074
0 9801 59024
2 88468 18079
1 63587 45854
1 41722 66160
1 20077 11640
0 38778 84765
2 66787 93179
1 80025 18314
1 88740 58588
2 19124 64713
0 78842 82464
0 2433 8689
0 6471 1530
2 32667 13942
0 42300 60667
1 520 79196
0 2732 94019
2 70304 23283
2 89612 92869
0 41283 63767
2 52077 98318
2 55459 34394
1 22003 88158
2 56728 66285
1 50833 79146
1 11457 99595
1 94060 66687
2 66843 91083
2 27398 70343
2 17091 60131
0 91534 31985
2 86544 28264
1 21659 31578
1 50499 40320
2 94090 83548
0 82923 26118
0 65124 3652
1 3002 90587
1 73321 23181
0 42499 55488
1 43482 18346
1 8988 23711
2 63149 33128
2 15957 39598
0 31280 56507
2 40562 40234
1 62856 68832
1 27100 2556
2 8399 78571
0 85097 31706
1 20362 77647
1 55275 15533
0 89810 31861
2 93249 47283
2 5488 38204
0 97967 39573
0 88457 51522
0 9102 34531
2 2600 20867
2 40061 27432
2 87121 16286
0 9718 80314
2 43659 73959
2 19714 16942
2 72249 73112
2 51862 74747
0 79965 20130
1 67334 2600
2 70731 72155
0 44213 48347
2 18626 82317
2 14083 66808
1 625 94370
1 54515 91213
2 91854 25734
2 71613 66957
2 55295 17124
1 34268 22521
1 91359 24594
2 33120 61642
2 73605 7987
2 42448 54872
2 98980 24633
2 89853 10752
1 13914 21373
0 95898 82814
1 67791 19526
1 94523 959
0 51862 6848
2 56754 41159
1 21100 80381
0 98492 68560
0 2654 56203
1 51338 15737
1 32897 95419
1 91586 73679
1 71980 14687
1 85010 21719
0 41172 99098
0 1210 95689
0 98138 59501
0 98224 21447
2 2976 22741
1 38423 23104
1 68889 13063
0 86674 43430
0 42694 51607
1 4981 97731
2 4754 24161
1 79498 67608
0 28728 19033
0 81813 73135
2 64379 42007
1 3211 8322
2 6607 3502
1 86700 2504
1 76607 18020
1 87832 59454
2 10764 58747
2 52369 92671
1 77243 82285
1 51101 17384
2 42181 36663
2 37307 4198
0 33428 20963
0 30871 67271
2 63947 36956
2 83103 22292
0 25632 31871
0 49406 35253
1 79291 22560
0 82302 90406
0 90849 24662
1 78762 617
1 30611 69380
0 38525 1434
0 33906 87727
0 18499 9271
1 32053 33995
1 38830 60920
0 66531 63273
0 24377 57098
0 14060 35721
1 76096 36165
1 43976 75044
0 63987 29772
0 18389 64650
2 78824 23093
1 98987 51748
1 95889 1362
1 28059 16699
1 75514 64046
0 57309 30816
0 59774 27835
2 36729 32374
0 25481 19502
0 82856 97039
0 59268 18411
1 90373 27093
1 43496 54709
0 73820 54254
1 73452 69543
2 11784 38416
0 91890 29045
1 29718 6743
2 6964 93092
2 16245 5356
2 75410 84311
0 44014 6300
2 26847 81901
2 69177 89180
2 30586 96216
2 2463 21114
1 225 84530
0 54421 65718
0 45839 79292
2 95380 74546
2 98617 56466
0 65734 69093
0 93927 84929
1 88400 69256
2 99357 2866
2 62876 78120
2 54640 10110
0 67775 68382
2 96325 36421
0 88785 57626
1 46501 27749
2 33658 24300
1 48419 73506
2 11763 9356
2 78384 24081
1 60538 43531
0 37740 66581
2 31333 70449
1 60517 92521
2 80239 39230
1 67175 59389
0 2823 87714
0 45067 28275
0 50782 45610
0 86052 15736
1 17225 96656
1 77911 58642
1 78233 17840
1 10927 66635
1 17271 74059
2 62614 9020
1 97014 17638
2 40290 89651
1 35560 44532
1 88157 26746
0 55582 85793
1 92116 4751
0 76832 34992
2 85257 83559
2 61903 10521
1 76518 8489
1 69524 78512
0 25311 89137
0 48837 9804
1 60310 21658
1 64712 26667
2 22762 77912
2 2858 93531
1 25491 63550
1 62335 97242
1 4335 23156
2 36316 63002
1 66848 36548
0 3141 75605
1 5748 46901
2 69978 44302
0 2373 14259
1 63175 12993
2 785 50075
2 14932 93850
2 14383 67015
2 56751 46344
0 45381 1151
0 95956 21967
2 89209 92532
0 6029 19391
0 4325 15111
0 21267 89182
1 75357 25829
2 34300 561
2 89305 15883
2 8863 46672
2 26060 58933
0 45197 57623
2 29214 39982
2 98910 72158
1 85593 30360
1 17685 31833
0 85501 25977
0 5715 58929
1 96638 44732
1 21286 56230
1 79089 60409
1 76998 36378
2 24945 20701
1 70959 50679
1 98792 73763
2 61418 76980
0 26898 53715
1 73300 70078
0 32142 49764
1 41435 93444
0 90983 42949
1 51633 35375
0 12180 79018
2 72802 51109
1 34973 85322
2 32085 56383
0 5855 4046
2 3238 6936
0 37992 23979
2 64739 20817
2 33372 6468
2 39334 81793
0 6872 81737
1 42209 27850
0 44369 50916
0 1637 22817
0 66551 69539
1 42267 91219
1 26526 28480
0 83020 98034
0 80952 72508
2 77392 72522
1 44504 19240
2 32414 69671
0 60972 74045
2 75480 81887
0 31437 38220
0 63640 53103
2 43944 45820
0 94526 98932
0 84337 13879
1 21764 93824
2 55325 37065
2 19115 39759
0 27391 68535
2 98403 77131
2 68294 82991
2 41392 84411
1 84667 77825
2 51918 61440
2 62464 85581
1 79664 77151
0 47406 51561
1 77832 7425
2 13540 36537
2 27647 49115
2 72735 54481
0 57139 64125
0 51493 49132
1 39709 22553
2 54094 29594
2 72399 58445
2 48171 13329
2 94800 52018
1 87910 48690
1 97761 9623
0 15132 26656
1 3929 14589
2 23187 77433
1 51512 28991
1 7021 58819
0 88558 64240
2 12746 57196
0 69950 43735
2 19342 54410
2 32926 46592
2 59533 55469
1 11878 86369
2 84334 22854
0 74269 55873
0 69959 47857
0 71538 88999
2 15359 40326
1 52486 70162
1 7789 60731
1 41377 62870
2 43199 14626
2 35433 75540
1 2797 79034
1 33048 47557
2 29185 97334
0 77238 11078
1 65072 18902
0 85360 27657
2 56010 42370
1 50986 71131
0 62358 19443
2 41366 6503
1 16244 27310
0 97169 21419
0 98415 94073
0 10540 9935
1 94688 85609
0 64939 92006
1 65621 13181
0 78136 75302
0 72754 98188
0 76497 813
0 11882 51060
0 82039 85267
0 53546 61472
0 70736 46284
2 34836 25369
0 90938 94642
0 21100 5539
0 29362 28291
1 79490 95566
2 71978 21149
1 75166 58437
1 69068 88834
2 92342 39754
0 82060 70957
2 68338 15910
2 5407 88327
0 44228 40738
2 75627 92442
0 77160 10027
1 79755 89335
1 70874 15658
0 86880 77451
0 42502 7094
2 58264 41483
1 63164 30920
0 52201 75085
2 75517 30360
0 46063 38332
1 72535 83883
1 6186 90726
2 3747 49525
1 62569 29365
0 76905 43336
0 49892 52047
2 56377 63656
2 44754 12994
2 58273 90076
2 73090 96226
0 78921 77711
1 49557 29245
0 38978 41898
2 77984 88383
0 81609 29902
0 7037 88372
2 57963 79021
2 59633 277
2 64612 163
0 89003 23082
2 49879 58369
1 96052 59572
2 28850 11099
1 85990 43683
1 47019 9529
2 40653 46859
0 8729 90413
0 18523 11436
1 12469 8700
1 93063 52182
0 35384 14858
1 86023 44088
2 30961 25123
1 70258 50428
2 22207 5828
0 510 4631
2 9078 85132
0 57826 2477
1 9753 36703
2 60236 36048
0 76980 15645
0 9480 19594
1 48908 19355
2 77787 94936
1 40014 35086
1 82951 50902
2 68937 49649
0 77691 63469
1 48134 95316
2 61212 59970
1 64060 56043
1 16716 19711
1 4971 35718
2 97633 78884
1 7017 15628
1 93066 68117
2 77080 82452
0 85675 14379
0 43506 29610
1 93385 92401
2 35313 87557
1 67397 89639
1 71154 40632
2 44645 170
2 95353 29883
0 79382 56576
0 63780 47680
0 13441 23277
0 71331 96807
2 31987 14680
2 17873 86614
2 74047 63313
1 48238 64805
1 70108 95220
0 87402 17920
2 10113 89224
2 12562 47328
1 5191 84668
1 50540 42254
2 4513 20438
0 89455 36158
2 60028 70331
1 44415 5337
2 45285 80222
2 55100 27412
0 18338 27082
0 77289 41816
1 55694 75480
0 63073 70959
0 14375 10892
0 1880 38437
1 71461 32474
0 84442 25510
2 18370 13331
1 2153 53740
0 34263 80849
1 37826 93284
1 21172 20742
0 35572 98561
0 74407 55163
0 92151 25431
1 70528 10474
1 18676 55319
0 28358 13411
2 28959 86391
1 88209 31836
0 89961 5531
2 3924 56412
1 62573 85966
1 36440 16057
0 44313 1072
2 6266 29884
0 16231 91563
2 9659 17797
2 89949 87607
2 67781 28917
0 11991 86923
1 44573 86010
2 73588 70785
2 685 96417
0 78861 71363
2 34792 42205
0 58518 64427
1 23202 69517
2 39521 6134
0 47592 57467
2 21727 69447
1 24507 14222
2 3689 99152
1 84330 46788
0 61480 74734
0 638 35849
1 39506 46432
1 69536 88848
0 76878 76630
2 66126 82877
0 24743 6662
0 5048 69726
2 50560 517
2 92045 72307
1 53175 58528
2 51186 90554
